Mtech_Project,Server,Date,Utilization,Parameter,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-25T18:30:00,25.88472176,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-26T01:30:00,25.90027936,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-26T14:30:00,25.883056,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-26T10:30:00,25.8125,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-26T19:30:00,25.83083502,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-26T23:30:00,25.83333254,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-26T15:30:00,25.86916669,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-27T00:30:00,26.16138935,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-27T01:30:00,25.85110998,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-27T03:30:00,25.86527777,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-24T12:30:00,25.58722242,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-25T00:30:00,25.81055578,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-25T03:30:00,25.84066502,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-25T04:30:00,26.36555592,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-23T08:30:00,25.597778,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-23T23:30:00,25.88194418,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-23T18:30:00,25.54277833,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-24T03:30:00,25.98944505,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-24T04:30:00,25.77222331,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-21T04:30:00,25.85972341,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-21T02:30:00,25.54472303,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-21T00:30:00,25.71366755,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-20T18:30:00,25.56833347,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-20T16:30:00,25.81848439,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-20T13:30:00,25.58888849,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-20T10:30:00,25.49499814,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-20T05:30:00,25.58305597,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-20T04:30:00,25.75750017,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-01T04:30:00,26.00111039,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-01T02:30:00,26.33972184,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-01T00:30:00,25.98333327,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-30T23:30:00,25.910556,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-30T20:30:00,25.74999936,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-30T12:30:00,25.8369449,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-30T07:30:00,25.85833248,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-29T12:30:00,25.84083239,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-29T11:30:00,25.87333234,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-29T09:30:00,25.83972247,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-29T07:30:00,25.86500009,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-25T00:30:00,26.45111036,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-24T18:30:00,26.04249907,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-24T17:30:00,25.98583333,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-24T16:30:00,26.43026993,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-24T15:30:00,25.94305515,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-24T12:30:00,26.29472256,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-23T03:30:00,25.78027693,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-22T05:30:00,25.84722265,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-23T00:30:00,25.90833139,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-22T22:30:00,26.21194506,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-22T21:30:00,25.80389023,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-22T13:30:00,25.76110999,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-22T09:30:00,25.73916483,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-22T07:30:00,25.81805499,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-27T22:30:00,26.258056,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-28T03:30:00,26.26055479,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-27T23:30:00,26.27694511,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-27T17:30:00,26.65527741,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-27T11:30:00,26.24074788,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-27T10:30:00,26.05812378,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-18T08:30:00,26.14691846,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-21T04:30:00,25.78000005,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-20T18:30:00,25.75929991,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-20T22:30:00,26.2005558,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-26T02:30:00,26.2605567,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-26T01:30:00,26.68194405,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-26T00:30:00,26.37277905,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-25T19:30:00,26.22916683,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-25T18:30:00,26.22916587,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-25T13:30:00,26.59805504,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-25T12:30:00,26.29333353,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-25T06:30:00,26.17222246,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-24T00:30:00,26.41805601,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-23T19:30:00,25.85002422,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-23T08:30:00,25.7750001,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-09T04:30:00,25.75361077,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-09T00:30:00,25.91527764,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-08T13:30:00,26.64749845,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-08T11:30:00,26.19527753,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-08T08:30:00,26.61916765,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-08T07:30:00,26.21833348,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-28T19:30:00,26.31042082,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-28T08:30:00,26.22666581,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-02T15:30:00,26.26190106,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-02T09:30:00,26.23814689,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-02T07:30:00,26.21916739,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-03T01:30:00,26.77102884,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-03T00:30:00,26.37469737,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-02T19:30:00,26.32692401,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-02T17:30:00,26.84344737,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-02T11:30:00,26.24055082,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-03T04:30:00,26.60222133,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-02T04:30:00,26.20805486,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-02T03:30:00,26.214444,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-01T22:30:00,26.60610914,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-01T19:30:00,26.23055394,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-01T17:30:00,26.19444307,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-01T16:30:00,26.19638856,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-01T15:30:00,26.27305603,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-01T11:30:00,26.21166754,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-01T08:30:00,26.24477355,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-01T01:30:00,26.32489999,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-31T22:30:00,26.299709,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-31T20:30:00,26.58410915,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-31T16:30:00,26.65379508,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-31T15:30:00,26.1867884,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-31T14:30:00,26.25137504,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-31T12:30:00,26.6433781,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-31T06:30:00,26.24037425,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-04T03:30:00,26.20633984,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-04T02:30:00,26.18111149,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-04T00:30:00,26.66777833,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-03T22:30:00,26.19444338,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-03T20:30:00,26.57305511,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-03T14:30:00,26.18366337,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-03T12:30:00,26.59305573,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-03T08:30:00,26.59472322,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-05T02:30:00,26.16666746,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-05T01:30:00,26.18555482,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-04T13:30:00,26.17444388,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-04T09:30:00,26.18083318,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-04T08:30:00,26.59670162,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-04T05:30:00,26.24333398,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-07T19:30:00,26.24888976,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-07T17:30:00,26.58138577,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-07T16:30:00,26.16722075,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-07T09:30:00,26.58478816,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-07T08:30:00,26.13009898,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-02-07T07:30:00,26.20538823,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-06T08:30:00,26.2345612,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-06T05:30:00,26.69727484,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-07T03:30:00,26.22150326,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-06T21:30:00,26.68110514,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-06T20:30:00,26.23004675,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-06T19:30:00,26.28360335,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-06T17:30:00,26.67003743,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-06T11:30:00,26.22965066,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-06T10:30:00,26.23951769,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-30T07:30:00,26.2127773,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-30T21:30:00,26.20638752,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-31T02:30:00,26.19638809,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-31T03:30:00,26.20638911,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-31T09:30:00,26.63222249,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-31T11:30:00,26.20221408,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-31T19:30:00,26.28499858,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-07T00:30:00,26.27056567,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-06T22:30:00,26.64787006,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-06T17:30:00,26.28731696,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-06T15:30:00,26.19916677,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-06T08:30:00,26.68277852,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-06T07:30:00,26.22509575,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-06T06:30:00,26.34572268,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-02T22:30:00,26.60501671,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-02T21:30:00,26.19694328,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-02T09:30:00,26.19023911,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-18T11:30:00,26.22351058,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-18T10:30:00,26.26610978,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-18T07:30:00,26.22611078,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-15T00:30:00,26.53122012,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-14T23:30:00,26.06558291,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-14T17:30:00,26.03740807,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-14T15:30:00,26.08771978,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-18T12:30:00,26.25277662,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-18T08:30:00,26.18499994,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-19T03:30:00,26.23555501,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-18T23:30:00,26.25666587,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-18T21:30:00,26.44298601,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-18T19:30:00,26.20333322,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-18T16:30:00,26.27555656,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-22T16:30:00,26.11353493,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-22T13:30:00,26.40562782,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-22T07:30:00,26.21526893,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-23T01:30:00,26.58494987,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-23T00:30:00,26.16156324,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-22T19:30:00,26.02330589,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-25T04:30:00,26.69499922,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-24T12:30:00,26.67504247,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-24T06:30:00,26.26360973,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-06T03:30:00,26.22722244,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-06T01:30:00,26.67777697,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-05T21:30:00,26.66333342,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-05T12:30:00,26.25333325,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-05T10:30:00,26.22589572,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-05T09:30:00,26.23924685,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-05T07:30:00,26.26811568,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-03-05T06:30:00,26.28651746,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-21T16:30:00,26.6073041,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-21T14:30:00,26.22722324,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-21T13:30:00,26.23138841,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-21T12:30:00,26.6280551,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-22T03:30:00,26.29159594,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-22T02:30:00,26.21535985,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-21T23:30:00,26.27562857,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-21T19:30:00,26.25944265,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-21T18:30:00,26.28048897,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-23T18:30:00,26.19694519,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-23T14:30:00,26.20388826,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-23T11:30:00,26.22110939,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-23T09:30:00,26.4132487,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-23T05:30:00,26.58983755,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-24T04:30:00,26.65277831,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-24T03:30:00,26.26450602,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-24T02:30:00,26.17777809,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-28T01:30:00,26.25679,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-27T21:30:00,26.20435476,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-27T16:30:00,26.23616489,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-27T12:30:00,26.24150165,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-27T06:30:00,26.28255479,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-01-27T05:30:00,26.27777672,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-06T01:30:00,26.20555592,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-05T22:30:00,26.20361169,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-05T21:30:00,26.2047224,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-05T17:30:00,26.27972253,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-05T11:30:00,26.62151066,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-05T10:30:00,26.20130332,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-04T00:30:00,26.24361181,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-03T16:30:00,26.19138829,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-03T15:30:00,26.19777759,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-03T14:30:00,26.60861158,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-03T13:30:00,26.20558405,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-03T08:30:00,26.19388914,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-09T00:30:00,26.3433334,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-08T23:30:00,26.20666679,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-08T18:30:00,26.62611103,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-08T09:30:00,26.19424105,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-11T04:30:00,26.23861154,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-10T17:30:00,26.21444432,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-10T15:30:00,26.23138841,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-10T20:30:00,26.20833333,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-10T11:30:00,26.21416823,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-10T03:30:00,26.06284014,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-10T01:30:00,26.02748839,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-10T00:30:00,26.1015447,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-09T17:30:00,26.26332442,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-09T16:30:00,26.23280319,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-09T11:30:00,26.22111257,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-09T06:30:00,26.63464069,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-07T16:30:00,26.21676,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-07T14:30:00,26.62253586,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-07T08:30:00,26.20278009,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-08T01:30:00,26.20611254,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-08T00:30:00,26.28611072,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-07T20:30:00,26.20220566,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-04T04:30:00,25.92972231,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-04T03:30:00,26.29666773,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-04T00:30:00,25.91277838,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-03T21:30:00,25.87666734,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-03T15:30:00,25.87031523,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-03T13:30:00,25.89111185,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-03T12:30:00,25.88455375,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-03T10:30:00,26.35166677,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-03T07:30:00,25.92185232,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-03T06:30:00,26.2919445,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-05T04:30:00,26.271667,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-05T03:30:00,25.86749077,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-05T02:30:00,25.91777833,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-05T01:30:00,25.85361179,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-04T19:30:00,26.32984082,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-04T08:30:00,25.80250041,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-02T21:30:00,25.91472069,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-02T10:30:00,25.83666658,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-02T09:30:00,25.83845096,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-02T05:30:00,25.92027791,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-01T15:30:00,25.84999927,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-01T12:30:00,25.81944593,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-01T10:30:00,26.19499985,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-05-01T07:30:00,25.84389766,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-22T00:30:00,25.96999995,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-21T19:30:00,25.73694483,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-21T17:30:00,26.01166487,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-21T14:30:00,25.7725002,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-21T09:30:00,25.84555515,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-21T08:30:00,25.6111118,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-22T22:30:00,26.22444503,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-02,2023-04-22T16:30:00,26.06444375,CPU,,,,,
