Mtech_Project,Server,Date,Utilization,Parameter,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-05T02:30:00,0.140835003,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-05T00:30:00,0.042778333,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-04T13:30:00,0.179999162,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-04T12:30:00,0.053610833,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-04T15:30:00,0.115000835,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-03T22:30:00,0.045833333,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-03T15:30:00,0.125555832,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-04T04:30:00,0.161666662,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-03T12:30:00,0.051666666,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-04T03:30:00,0.127776666,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-03T11:30:00,0.121389168,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-03T23:30:00,0.254167497,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-10T03:30:00,1.537500051,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-09T22:30:00,0.268333342,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-09T18:30:00,0.267778325,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-09T12:30:00,0.094999167,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-09T10:30:00,0.097498334,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-10T19:30:00,1.52555584,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-10T14:30:00,2.128889209,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-10T12:30:00,0.105,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-10T11:30:00,0.106111666,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-10T07:30:00,0.184721663,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-01T10:30:00,0.369898891,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-01T08:30:00,0.126665834,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-02T11:30:00,10.58916663,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-02T10:30:00,0.048889166,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-02T20:30:00,37.55305545,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-02T19:30:00,38.49416733,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-03T01:30:00,0.043887499,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-11T10:30:00,0.041387501,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-11T09:30:00,0.045978333,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-11T05:30:00,0.035832499,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-11T22:30:00,0.034999999,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-11T18:30:00,3.353055016,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-11T17:30:00,0.190000001,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-11T12:30:00,1.084165866,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-11T11:30:00,0.048056666,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-13T00:30:00,0.036666666,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-12T23:30:00,0.276112492,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-12T15:30:00,0.083889167,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-12T12:30:00,0.095556667,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-12T10:30:00,0.211110837,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-12T08:30:00,0.16750083,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-15T22:30:00,0.047499999,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-15T21:30:00,0.047778333,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-15T18:30:00,9.334721721,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-15T16:30:00,86.93194453,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-15T15:30:00,37.90527968,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-15T13:30:00,87.74666659,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-15T04:30:00,0.279444164,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-14T22:30:00,0.047496667,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-13T02:30:00,87.47722244,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-12T22:30:00,87.56305567,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-12T19:30:00,87.99527804,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-12T17:30:00,87.66916529,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-12T13:30:00,0.182500003,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-12T11:30:00,0.129723332,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-17T04:30:00,87.75305621,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-16T09:30:00,0.133054999,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-16T08:30:00,0.056666666,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-17T02:30:00,87.81111209,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-17T01:30:00,87.65583356,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-16T22:30:00,87.59900453,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-16T20:30:00,87.56638718,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-16T11:30:00,4.735555932,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-17T20:30:00,87.56083425,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-17T18:30:00,87.71527672,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-17T17:30:00,87.65277799,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-17T10:30:00,87.55944379,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-17T07:30:00,87.607982,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-17T05:30:00,87.66533407,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-29T04:30:00,0.096943334,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-28T05:30:00,0.74611084,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-28T19:30:00,77.81888962,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-29T02:30:00,1.25749836,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-28T11:30:00,0.097220834,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-18T14:30:00,0.086110833,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-18T11:30:00,1.618055763,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-19T01:30:00,0.263888332,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-18T18:30:00,0.346110829,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-17T00:30:00,0.281943339,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-16T21:30:00,0.089165834,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-16T16:30:00,0.27277667,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-16T15:30:00,0.0925025,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-16T10:30:00,0.087778333,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-17T03:30:00,0.103054998,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-15T04:30:00,0.526944171,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-15T00:30:00,0.256871661,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-14T16:30:00,0.268055823,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-14T13:30:00,0.352500002,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-14T10:30:00,0.095556665,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-14T08:30:00,0.267500836,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-14T07:30:00,0.200831669,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-06T04:30:00,46.70833302,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-06T03:30:00,68.95694478,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-05T19:30:00,87.76500066,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-05T18:30:00,87.57555453,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-05T12:30:00,0.048611666,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-05T10:30:00,0.044242726,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-05T08:30:00,0.0508475,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-05T07:30:00,0.186354166,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-11T19:30:00,87.64735921,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-11T18:30:00,87.53453191,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-11T16:30:00,87.53120041,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-11T13:30:00,87.74216652,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-06T11:30:00,0.126400831,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-07T02:30:00,88.12344233,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-06T09:30:00,5.501388358,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-07T01:30:00,87.555432,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-06T06:30:00,20.46805485,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-07T00:30:00,87.64770126,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-06T23:30:00,87.84931056,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-06T22:30:00,87.54254341,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-09T03:30:00,88.15027873,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-08T21:30:00,87.55527751,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-08T16:30:00,87.58889071,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-08T15:30:00,87.55249914,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-08T12:30:00,87.56944211,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-08T09:30:00,87.55888939,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-07T22:30:00,87.55139097,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-07T18:30:00,87.66055425,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-07T17:30:00,87.55777804,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-07T14:30:00,87.55027835,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-06-07T06:30:00,87.73861186,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-02T22:30:00,0.110833334,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-02T14:30:00,0.085554167,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-09T04:30:00,0.305258323,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-09T02:30:00,1.214646691,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-09T01:30:00,0.262499993,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-09T00:30:00,0.083594166,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-08T19:30:00,16.70565702,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-08T18:30:00,70.46861045,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-08T13:30:00,0.50611084,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-08T12:30:00,0.105279999,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-08T09:30:00,0.248384996,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-08T07:30:00,0.180000002,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-08T04:30:00,0.348059171,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-07T18:30:00,0.0863575,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-07T17:30:00,1.744518278,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-07T16:30:00,0.101946666,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-07T14:30:00,0.085515833,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-07T08:30:00,0.265524169,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-07T07:30:00,0.104721667,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-07T06:30:00,0.091944167,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-03T14:30:00,0.096110833,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-03T08:30:00,0.106389999,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-03T07:30:00,0.331109994,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-03T19:30:00,1.885490053,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-03T05:30:00,2.012499149,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-13T23:30:00,0.337221656,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-13T22:30:00,0.089999999,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-13T20:30:00,0.260554998,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-13T19:30:00,1.603055847,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-30T23:30:00,0.336110828,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-30T07:30:00,0.282776674,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-30T19:30:00,0.079444167,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-30T06:30:00,0.251389159,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-30T14:30:00,0.245275831,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-30T13:30:00,0.38966601,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-01T03:30:00,1.507499167,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-30T00:30:00,0.080835,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-29T21:30:00,75.10444323,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-29T18:30:00,75.44500033,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-29T16:30:00,75.14166832,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-29T07:30:00,0.27583334,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-04-29T05:30:00,1.869165834,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-01T15:30:00,38.39777715,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-01T14:30:00,0.244165001,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-01T13:30:00,0.337778342,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-01T12:30:00,0.096388334,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-01T07:30:00,0.264444163,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-02T00:30:00,0.0827775,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-13T03:30:00,0.100833333,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-13T02:30:00,0.991624994,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-12T21:30:00,0.087223332,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-12T20:30:00,0.272776674,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-12T18:30:00,0.161111665,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-12T14:30:00,0.09222222,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-04T08:30:00,0.101110833,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-04T07:30:00,0.251625829,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-04T05:30:00,1.950570001,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-05T00:30:00,0.26944416,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-04T21:30:00,75.11839994,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-04T17:30:00,46.43902533,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-04T15:30:00,0.095000832,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-04T14:30:00,1.219444991,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-04T11:30:00,0.106953333,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-16T00:30:00,0.268057496,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-15T22:30:00,0.081111667,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-15T20:30:00,1.720833329,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-15T15:30:00,27.9822208,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-15T09:30:00,0.086388333,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-15T08:30:00,0.331525548,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-15T07:30:00,0.206944169,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-15T06:30:00,0.0883325,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-11T17:30:00,0.149999999,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-11T14:30:00,0.126389164,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-11T10:30:00,0.315555827,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-17T16:30:00,0.27666583,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-17T15:30:00,0.089445832,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-17T10:30:00,0.083056666,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-17T05:30:00,1.67250088,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-18T04:30:00,0.587221675,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-20T03:30:00,0.111389165,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-19T21:30:00,0.248332495,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-19T18:30:00,0.3466675,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-19T07:30:00,0.220279998,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-19T05:30:00,1.793334986,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-26T04:30:00,0.439999164,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-26T00:30:00,0.081944166,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-25T22:30:00,15.75944683,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-25T19:30:00,77.84111087,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-25T17:30:00,76.45944468,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-25T13:30:00,76.62444433,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-25T12:30:00,59.7111112,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-23T02:30:00,1.014721686,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-22T23:30:00,0.34305666,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-22T18:30:00,72.2030557,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-24T04:30:00,0.108341667,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-24T03:30:00,0.274167493,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-24T02:30:00,0.993056656,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-23T19:30:00,1.701945839,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-23T14:30:00,0.098611666,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-23T06:30:00,0.080554999,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-22T02:30:00,0.136670001,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-21T23:30:00,0.338055842,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-21T22:30:00,0.080000001,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-21T17:30:00,0.275277504,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-21T16:30:00,0.105278333,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-21T15:30:00,0.086665833,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-24T18:30:00,0.084443332,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-24T16:30:00,0.101667499,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-24T14:30:00,0.089444999,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-24T20:30:00,0.088610832,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-24T12:30:00,0.093333331,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-24T10:30:00,0.089722499,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-24T08:30:00,0.091389166,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-24T05:30:00,1.652223317,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-21T03:30:00,0.095277501,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-21T01:30:00,0.080278334,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-20T21:30:00,0.0927775,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-20T18:30:00,0.364999174,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-20T16:30:00,0.273334173,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-20T09:30:00,0.093610833,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-20T05:30:00,1.70916667,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-27T01:30:00,75.10694377,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-26T22:30:00,75.16469078,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-26T21:30:00,75.10638746,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-26T18:30:00,75.34250069,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-26T15:30:00,75.35388947,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-26T14:30:00,75.11638705,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-26T13:30:00,75.58638954,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-26T07:30:00,0.953611681,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-30T03:30:00,87.65694491,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-30T02:30:00,88.14777692,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-29T22:30:00,0.0675,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-29T20:30:00,0.043333333,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-29T18:30:00,5.051111601,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-29T14:30:00,87.54972204,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-29T13:30:00,87.72777748,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-29T04:30:00,87.7472229,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-28T20:30:00,87.56361008,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-28T17:30:00,87.62888908,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-28T14:30:00,87.55055555,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-28T12:30:00,87.55888875,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-28T10:30:00,87.56972122,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-28T05:30:00,88.46055349,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-31T00:30:00,0.040834166,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-28T01:30:00,87.54833412,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-27T22:30:00,87.54861196,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-27T19:30:00,87.63666662,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-27T09:30:00,21.51099398,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-31T21:30:00,0.042500832,CPU,,,,,
Performance Analysis,Prjct-ANALYTICS-01,2023-05-31T06:30:00,0.041945,CPU,,,,,
